id,customer_name,sentiment,csat_score,call_timestamp,reason,channel,response_time,call_duration_in_minutes,call_center,agent_id
OOH-22998075-2-435197-75,Estell Sponer,Very Positive,9,10/2/2023,Billing Question,Email,Within SLA,35,Chicago/IL,225
VPZ-31038254-w-105143-F4,Brigit Pauley,Positive,,10/7/2023,Payments,Call-Center,Within SLA,30,Baltimore/MD,121
FCJ-05293118-y-861659-AA,Diann Rich,Neutral,7,10/22/2023,Billing Question,Chatbot,Within SLA,12,Baltimore/MD,127
OMU-72518156-r-727837-qG,Amil aManger,Very Negative,4,10/17/2023,Service Outage,Email,Within SLA,30,Baltimore/MD,102
JBP-65263284-T-962239-EY,Sheena Langrick,Very Positive,,10/9/2023,Billing Question,Web,Within SLA,10,Los Angeles/CA,410
YSD-20285749-C-947589-hA,Aloisia Benedyktowicz,Neutral,,10/12/2023,Billing Question,Chatbot,Within SLA,38,Baltimore/MD,129
BLQ-99564151-g-929174-Cv,Alleyn Blofield,Positive,7,10/30/2023,Billing Question,Email,Below SLA,11,Los Angeles/CA,430
QDL-00468606-h-932391-RZ,Wes Paulisch,Very Negative,,10/30/2023,Billing Question,Chatbot,Below SLA,43,Baltimore/MD,139
ITW-94682223-9-072708-o7,Baryram Alderwick,Negative,5,10/8/2023,Billing Question,Web,Above SLA,45,Chicago/IL,207
DWY-78259060-G-892498-Z9,Gannon Fillary,Positive,,10/25/2023,Billing Question,Web,Within SLA,43,Los Angeles/CA,423
DRM-86574508-D-175965-AD,Goddard Simonyi,Negative,,10/22/2023,Billing Question,Call-Center,Within SLA,10,Baltimore/MD,117
BDW-13561501-G-591766-Mo,Maybelle Berens,Negative,,10/6/2023,Billing Question,Email,Within SLA,29,Baltimore/MD,133
AUY-43615940-o-502480-br,Florella Brighty,Negative,5,10/13/2023,Payments,Call-Center,Within SLA,30,Baltimore/MD,134
TPP-05989751-1-100531-bZ,Denny Tordoff,Negative,5,10/2/2023,Billing Question,Email,Below SLA,13,Los Angeles/CA,423
VWT-98436171-c-655244-ew,Karoly Jiggle,Negative,4,10/25/2023,Billing Question,Chatbot,Within SLA,25,Los Angeles/CA,436
CBJ-84558341-G-058371-7x,Merle Cuolahan,Negative,3,10/14/2023,Billing Question,Web,Within SLA,45,Los Angeles/CA,436
NBH-00918587-l-618323-7x,Anastasia Ball,Very Negative,,10/15/2023,Billing Question,Chatbot,Within SLA,5,Baltimore/MD,106
IXC-53632427-r-484115-Fk,Dierdre Quincey,Negative,6,10/5/2023,Service Outage,Chatbot,Within SLA,32,Los Angeles/CA,404
KLT-49277135-n-647521-to,Pauly Pursehouse,Positive,,10/24/2023,Payments,Call-Center,Within SLA,45,Chicago/IL,202
GFE-37247165-f-398709-Pi,Kiah Cavalier,Positive,,10/19/2023,Service Outage,Email,Below SLA,36,Los Angeles/CA,427
HUM-56823437-f-826488-ay,Sampson Ladloe,Positive,,10/10/2023,Payments,Call-Center,Below SLA,11,Baltimore/MD,111
QIM-75709612-u-945106-lB,Florentia Chetter,Negative,4,10/19/2023,Billing Question,Web,Below SLA,16,Los Angeles/CA,430
CQU-21395555-q-967715-CN,Nels Cortin,Neutral,,10/16/2023,Billing Question,Email,Above SLA,15,Los Angeles/CA,437
BSZ-22771497-c-775233-Lo,Ario Jurgensen,Negative,5,10/11/2023,Billing Question,Chatbot,Below SLA,28,Denver/CO,328
MHQ-53963729-6-729114-cY,Towny Wilcocke,Very Negative,,10/30/2023,Billing Question,Chatbot,Within SLA,15,Los Angeles/CA,422
TZY-96325538-3-478775-QQ,Kimbra Mussetti,Negative,,10/8/2023,Payments,Call-Center,Within SLA,39,Los Angeles/CA,406
VKD-06354983-Y-248667-RC,Iris Moseby,Negative,6,10/15/2023,Billing Question,Chatbot,Within SLA,9,Baltimore/MD,108
ZLB-28641230-U-750950-KQ,Shaylah Kimberly,Negative,,10/14/2023,Billing Question,Email,Below SLA,30,Los Angeles/CA,401
EFL-47475340-K-093185-LW,Carolina Stopford,Negative,,10/12/2023,Billing Question,Email,Below SLA,6,Chicago/IL,211
GIB-09562398-V-659439-dZ,Ginnifer Denny,Positive,9,10/25/2023,Payments,Call-Center,Above SLA,27,Los Angeles/CA,413
YWG-54097724-A-510509-Ed,Akim Janman,Very Positive,9,10/19/2023,Service Outage,Email,Within SLA,26,Los Angeles/CA,418
MTD-31572920-a-051046-1R,Jedd Bartolini,Very Positive,,10/3/2023,Billing Question,Email,Within SLA,14,Chicago/IL,203
IFA-31940808-2-763223-O0,Nelie Dallinder,Positive,,10/4/2023,Billing Question,Call-Center,Above SLA,5,Denver/CO,314
ZOT-69595915-e-361637-ZZ,Wynne Ridge,Positive,,10/24/2023,Billing Question,Chatbot,Below SLA,10,Denver/CO,315
YRY-82314536-L-919088-X7,Brandon Vosse,Positive,7,10/12/2023,Payments,Call-Center,Within SLA,26,Baltimore/MD,131
NZW-23829319-K-305964-wn,Hildegarde Aysik,Negative,,10/9/2023,Billing Question,Email,Below SLA,35,Baltimore/MD,128
HTS-73399457-S-306548-Tr,Marge Francescone,Neutral,,10/6/2023,Billing Question,Chatbot,Within SLA,31,Chicago/IL,216
HRZ-57560698-k-440592-6d,Flory Cubitt,Very Positive,,10/20/2023,Service Outage,Web,Within SLA,43,Baltimore/MD,126
KDD-69628239-l-327565-1X,Carney Gainseford,Very Positive,9,10/12/2023,Billing Question,Chatbot,Below SLA,38,Los Angeles/CA,413
EZL-19794942-f-073744-Ok,Quinta Oswald,Negative,4,10/5/2023,Billing Question,Chatbot,Within SLA,37,Baltimore/MD,115
HIR-34547165-g-378150-L0,Vanya Pinn,Negative,,10/18/2023,Billing Question,Web,Within SLA,35,Los Angeles/CA,441
QUG-96058348-x-685329-jW,Conan Mowbray,Neutral,,10/20/2023,Billing Question,Web,Below SLA,25,Baltimore/MD,151
OXG-28821434-2-537130-zb,Rowen Brocking,Very Negative,4,10/21/2023,Service Outage,Email,Within SLA,16,Los Angeles/CA,428
WXU-87473859-C-314679-JL,Aluino Hedderly,Negative,,10/11/2023,Billing Question,Chatbot,Within SLA,19,Baltimore/MD,151
RZU-39636454-e-380353-vq,Annabelle Samples,Negative,,10/8/2023,Payments,Call-Center,Within SLA,39,Los Angeles/CA,412
DZA-78539600-V-088075-fa,Kane Dary,Negative,,10/27/2023,Billing Question,Call-Center,Below SLA,9,Los Angeles/CA,404
RXM-61073005-F-604719-5K,Skelly Stenners,Negative,,10/28/2023,Billing Question,Web,Within SLA,38,Los Angeles/CA,412
BFA-24578611-U-039900-CO,Goober Bayne,Neutral,7,10/27/2023,Billing Question,Chatbot,Within SLA,16,Baltimore/MD,147
POO-63735972-e-874969-69,Eada Danilyak,Positive,,10/26/2023,Payments,Call-Center,Within SLA,26,Chicago/IL,213
EYF-43215219-j-516259-69,Vic Porte,Positive,8,10/18/2023,Billing Question,Web,Below SLA,44,Baltimore/MD,123
KXR-81840404-X-676106-Ta,Even Spurdon,Negative,,10/28/2023,Billing Question,Web,Within SLA,37,Los Angeles/CA,430
HJY-64178135-g-485350-Am,Taddeusz Nixon,Neutral,,10/15/2023,Payments,Call-Center,Within SLA,45,Denver/CO,328
VZU-19573844-h-957334-d1,Madelina Smeuin,Very Negative,4,10/7/2023,Billing Question,Call-Center,Within SLA,7,Los Angeles/CA,407
OHC-30194529-w-849105-Cx,Griff Attree,Negative,,10/14/2023,Billing Question,Call-Center,Above SLA,27,Chicago/IL,218
JUQ-55117541-D-034916-1W,Freeland Emmines,Negative,6,10/10/2023,Billing Question,Call-Center,Within SLA,41,Baltimore/MD,139
DFL-38098875-Q-594806-xu,Lorine Dreschler,Very Negative,,10/28/2023,Billing Question,Call-Center,Within SLA,41,Chicago/IL,223
JGP-74793755-m-908546-pg,Bondie Hayley,Neutral,6,10/16/2023,Billing Question,Chatbot,Within SLA,39,Chicago/IL,206
XVG-07535117-9-690553-ac,Edin Mowsley,Very Negative,,10/19/2023,Billing Question,Web,Below SLA,34,Chicago/IL,216
JIA-92734603-H-336479-qL,Clayson Pickworth,Positive,,10/5/2023,Service Outage,Chatbot,Below SLA,18,Los Angeles/CA,425
DUT-73976338-K-709328-Yz,Kary Bott,Neutral,8,10/30/2023,Billing Question,Chatbot,Below SLA,40,Baltimore/MD,155
MSE-32963452-W-218287-Ol,Remus Klamman,Positive,7,10/12/2023,Billing Question,Web,Below SLA,16,Denver/CO,308
UYZ-64721946-R-915766-JC,Reider Ceccoli,Very Positive,,10/23/2023,Billing Question,Call-Center,Within SLA,35,Baltimore/MD,124
UXE-49945335-a-246830-8R,Dillie Stagg,Positive,9,10/4/2023,Billing Question,Email,Below SLA,31,Los Angeles/CA,404
SEL-63602157-R-006720-en,Jobyna Spofford,Positive,,10/3/2023,Billing Question,Web,Within SLA,37,Denver/CO,319
LQP-44585981-C-817144-eN,Gherardo Laidlaw,Very Negative,,10/19/2023,Billing Question,Call-Center,Above SLA,32,Denver/CO,331
ZLD-50754975-D-236255-Ab,Lucius Raymond,Neutral,,10/14/2023,Billing Question,Email,Within SLA,41,Chicago/IL,201
ZMK-45749293-E-894594-eW,Lettie Abdie,Positive,,10/10/2023,Service Outage,Web,Within SLA,19,Baltimore/MD,116
CCE-38987121-7-909385-mB,Lynnelle Lathan,Positive,8,10/11/2023,Billing Question,Web,Within SLA,42,Los Angeles/CA,402
KIA-75532765-0-589771-pD,Timmy Andreacci,Very Negative,,10/5/2023,Billing Question,Email,Within SLA,6,Chicago/IL,212
FIQ-61555756-C-873668-dp,Clarice Cabbell,Very Negative,4,10/17/2023,Service Outage,Chatbot,Within SLA,22,Baltimore/MD,138
MWV-35420689-a-937189-MO,Eddi Kauschke,Neutral,,10/27/2023,Billing Question,Web,Within SLA,31,Los Angeles/CA,411
KHE-29702680-w-334140-8N,Wilhelmina Jeaneau,Very Negative,2,10/10/2023,Billing Question,Web,Within SLA,41,Los Angeles/CA,426
GAQ-10665610-o-995106-Q4,Lori Bernolet,Negative,,10/4/2023,Billing Question,Web,Within SLA,28,Baltimore/MD,144
XXE-11925585-D-103557-Th,Rossie Mathis,Very Negative,3,10/19/2023,Billing Question,Email,Within SLA,9,Baltimore/MD,112
RCV-79741961-s-045497-44,Cammie Lomen,Positive,,10/20/2023,Billing Question,Call-Center,Below SLA,16,Baltimore/MD,110
GRU-68351653-u-009499-0I,Raynard Grewar,Positive,8,10/13/2023,Billing Question,Call-Center,Above SLA,40,Los Angeles/CA,407
XBU-52341271-M-513897-94,Shina Hendrickson,Negative,5,10/9/2023,Billing Question,Chatbot,Within SLA,34,Los Angeles/CA,416
EYV-71185697-R-072946-RM,Tomaso Percival,Very Negative,2,10/3/2023,Billing Question,Web,Above SLA,25,Denver/CO,320
VLQ-36500955-B-695572-LM,Kirby Moth,Positive,,10/1/2023,Payments,Call-Center,Within SLA,5,Los Angeles/CA,440
IGG-80742956-b-419231-kq,Abigale Greenshields,Very Positive,,10/24/2023,Billing Question,Email,Within SLA,45,Chicago/IL,224
GXP-92211293-J-125660-f5,Terence Watkiss,Negative,,10/10/2023,Billing Question,Web,Within SLA,34,Baltimore/MD,148
BBO-04604888-l-884805-vV,Robinette Ivel,Positive,8,10/29/2023,Payments,Call-Center,Below SLA,6,Los Angeles/CA,438
GOC-68974412-5-473421-8s,Rowena Cullingworth,Very Negative,,10/26/2023,Billing Question,Web,Above SLA,11,Chicago/IL,205
DTD-30865114-V-358399-Vd,Henrieta Macguire,Very Positive,,10/26/2023,Billing Question,Web,Within SLA,28,Chicago/IL,207
VJE-39603554-u-777736-hM,Cati Davidy,Very Negative,1,10/8/2023,Billing Question,Email,Within SLA,36,Denver/CO,308
RDS-70379566-x-439066-5K,Britni Brazier,Negative,,10/15/2023,Billing Question,Chatbot,Within SLA,28,Baltimore/MD,119
UHW-10696602-Y-050533-ll,Rafi Imlock,Very Negative,,10/5/2023,Payments,Call-Center,Within SLA,44,Los Angeles/CA,407
DRN-91780696-2-154064-uJ,Theresina Checcucci,Neutral,5,10/19/2023,Payments,Call-Center,Within SLA,22,Baltimore/MD,133
AUZ-20657555-k-364610-HJ,Geoff Blincowe,Very Negative,,10/8/2023,Payments,Call-Center,Within SLA,21,Baltimore/MD,133
HFU-16061270-w-799354-Be,Michele MacFayden,Neutral,,10/15/2023,Billing Question,Email,Below SLA,30,Baltimore/MD,143
SYV-66864398-p-877745-te,Melodie McEvoy,Very Negative,,10/19/2023,Service Outage,Chatbot,Within SLA,29,Chicago/IL,203
HUU-96245985-w-895127-V7,Georgina Terry,Very Negative,,10/23/2023,Payments,Call-Center,Below SLA,22,Baltimore/MD,129
GJH-61190910-q-856579-a4,Desiree Yglesias,Negative,3,10/2/2023,Billing Question,Email,Within SLA,30,Chicago/IL,229
VKV-60185727-8-301952-Tc,Colman Parton,Positive,,10/21/2023,Billing Question,Chatbot,Within SLA,18,Baltimore/MD,128
CWC-15924518-Y-338118-tA,Annabela Blincow,Very Negative,3,10/15/2023,Billing Question,Chatbot,Within SLA,6,Denver/CO,309
VGP-06190593-t-700083-CH,Nil Ommundsen,Neutral,6,10/3/2023,Payments,Call-Center,Within SLA,34,Baltimore/MD,145
QZU-85148390-o-695900-jq,Gregor Warbeys,Negative,,10/6/2023,Billing Question,Call-Center,Below SLA,25,Los Angeles/CA,430
FKY-65525210-Z-536025-kO,Ida Crosscombe,Negative,6,10/22/2023,Billing Question,Web,Within SLA,20,Chicago/IL,228
TUN-07435995-w-100014-i4,Lynnette Ixer,Very Positive,,10/11/2023,Payments,Call-Center,Within SLA,15,Chicago/IL,226
FRN-92860659-w-898518-Cl,Jedd Cressor,Very Positive,,10/3/2023,Service Outage,Email,Within SLA,37,Baltimore/MD,151
HCR-90631033-s-756788-VQ,Randie McGeady,Very Negative,,10/10/2023,Billing Question,Call-Center,Below SLA,43,Los Angeles/CA,412
SZT-12708345-8-678111-jd,Ailene Paddy,Positive,9,10/18/2023,Billing Question,Call-Center,Below SLA,31,Baltimore/MD,117
OIT-41248697-R-688716-ZB,Jocelyne Greves,Positive,,10/8/2023,Billing Question,Call-Center,Within SLA,43,Los Angeles/CA,428
PFZ-80962222-v-374446-oA,Holt Alesi,Very Positive,10,10/1/2023,Billing Question,Chatbot,Within SLA,40,Baltimore/MD,155
DBL-21700749-M-412606-dd,Lotti Seamans,Very Negative,,10/13/2023,Billing Question,Chatbot,Within SLA,30,Baltimore/MD,104
WGS-24943169-L-184282-aQ,Guss Bellam,Neutral,,10/20/2023,Billing Question,Call-Center,Within SLA,31,Los Angeles/CA,412
WUM-20107688-m-372383-iY,Felix Reddings,Neutral,,10/25/2023,Billing Question,Email,Within SLA,31,Denver/CO,325
WFD-97914667-0-072001-kp,Elayne Brecher,Negative,,10/2/2023,Billing Question,Call-Center,Below SLA,14,Denver/CO,318
NFE-65377172-6-678783-1L,Liva Batters,Negative,4,10/15/2023,Payments,Call-Center,Within SLA,21,Los Angeles/CA,427
HHN-46220778-h-940460-E8,Aundrea Jimpson,Negative,,10/20/2023,Billing Question,Chatbot,Within SLA,45,Baltimore/MD,105
TWE-30577014-5-162215-R8,Janot Menichi,Very Negative,,10/3/2023,Billing Question,Web,Within SLA,10,Baltimore/MD,112
IDV-39904364-t-443066-yH,Brigid Stroyan,Negative,,10/7/2023,Billing Question,Chatbot,Within SLA,7,Los Angeles/CA,432
NAO-42561922-1-098049-7c,Lilla Knappett,Neutral,6,10/26/2023,Payments,Call-Center,Within SLA,21,Baltimore/MD,141
NXS-10880799-l-617183-Nj,Rowe Melendez,Negative,5,10/16/2023,Billing Question,Web,Above SLA,29,Los Angeles/CA,413
QLQ-10525513-W-901372-Ma,Betteann Divell,Very Negative,,10/9/2023,Billing Question,Call-Center,Above SLA,13,Los Angeles/CA,428
PRD-14474213-5-180666-vi,Gwenette Guarnier,Neutral,,10/25/2023,Payments,Call-Center,Within SLA,7,Chicago/IL,209
FMC-93712757-g-073124-c4,Kimberli Jackways,Negative,,10/17/2023,Service Outage,Web,Below SLA,6,Denver/CO,305
MXL-12085178-l-011389-2O,Binky Hartman,Positive,9,10/17/2023,Service Outage,Chatbot,Within SLA,40,Baltimore/MD,133
OIN-29728422-w-975472-ts,Erma Riddington,Neutral,,10/22/2023,Service Outage,Email,Within SLA,43,Baltimore/MD,107
YXT-37039406-R-911128-5X,Sigismond Osboldstone,Very Negative,,10/28/2023,Billing Question,Web,Within SLA,33,Baltimore/MD,119
LZA-44281287-O-955618-n9,Ethelind Tilne,Negative,,10/30/2023,Payments,Call-Center,Below SLA,38,Chicago/IL,213
IUR-09877187-u-501753-by,Marje Loren,Negative,,10/4/2023,Billing Question,Web,Within SLA,40,Los Angeles/CA,422
BJF-70129741-v-591351-E1,Lissa Isham,Very Positive,,10/21/2023,Billing Question,Chatbot,Below SLA,45,Chicago/IL,222
NXK-11853057-2-276955-JZ,Sandro Esser,Neutral,,10/16/2023,Billing Question,Email,Within SLA,23,Los Angeles/CA,401
USB-12391746-u-383040-0a,Tracee Derks,Negative,,10/24/2023,Billing Question,Email,Within SLA,12,Los Angeles/CA,407
EIY-81889640-D-458777-l2,Anatole Aldous,Very Negative,,10/9/2023,Billing Question,Chatbot,Within SLA,33,Los Angeles/CA,405
HKH-53763263-q-947055-eB,Carrie Maliphant,Very Negative,,10/6/2023,Payments,Call-Center,Within SLA,24,Los Angeles/CA,431
ROL-30856704-K-412372-iV,Dianne Peaurt,Very Negative,,10/18/2023,Billing Question,Email,Within SLA,39,Baltimore/MD,101
ETU-81029513-b-347326-Mu,Ana Cobbald,Neutral,,10/29/2023,Billing Question,Email,Within SLA,37,Denver/CO,327
YQW-30390088-3-631247-wa,Louella Tejada,Positive,,10/18/2023,Billing Question,Call-Center,Within SLA,26,Los Angeles/CA,437
JHL-75663020-y-569315-46,Abelard Aimable,Neutral,6,10/26/2023,Billing Question,Web,Below SLA,21,Baltimore/MD,145
AEY-56174170-8-929904-uy,Mel Emloch,Very Negative,2,10/21/2023,Billing Question,Chatbot,Within SLA,36,Los Angeles/CA,421
VSW-16620344-N-281386-ju,Shawn Cabedo,Positive,,10/11/2023,Billing Question,Email,Within SLA,45,Chicago/IL,211
ZDV-67468330-5-144968-lZ,Ninnette McAlroy,Negative,,10/3/2023,Service Outage,Web,Within SLA,28,Denver/CO,322
OXM-86043813-p-750775-3R,Marsiella Habbal,Neutral,,10/8/2023,Billing Question,Web,Within SLA,43,Chicago/IL,225
CPA-81113384-2-014405-83,Sharyl Mathwen,Negative,,10/28/2023,Billing Question,Email,Within SLA,13,Baltimore/MD,102
RRV-90313413-d-399211-ax,Haley Cotta,Negative,6,10/13/2023,Billing Question,Chatbot,Below SLA,21,Chicago/IL,216
ZAC-85765382-4-193710-ff,Sigfrid Ferenc,Neutral,6,10/15/2023,Service Outage,Web,Within SLA,16,Baltimore/MD,149
FTE-66525312-w-824989-ce,Olia Ricart,Neutral,8,10/6/2023,Billing Question,Web,Above SLA,15,Baltimore/MD,136
DIU-59335191-k-390242-Oy,Georges Friend,Neutral,6,10/8/2023,Billing Question,Web,Within SLA,33,Baltimore/MD,111
ZNG-03503778-z-452193-Zt,Georgeanne Attwater,Negative,,10/7/2023,Billing Question,Web,Within SLA,9,Baltimore/MD,141
ZPG-13637377-J-055944-hX,Barrett Passby,Very Positive,10,10/22/2023,Billing Question,Call-Center,Below SLA,37,Los Angeles/CA,432
EBL-55615903-U-402911-NX,Rhodia Joubert,Neutral,5,10/28/2023,Payments,Call-Center,Within SLA,19,Baltimore/MD,118
JZV-57991564-b-626457-Gu,Tasha Baudou,Positive,,10/26/2023,Service Outage,Email,Below SLA,18,Chicago/IL,202
VAU-79316623-N-498909-Oa,Rachele Levesley,Negative,5,10/13/2023,Service Outage,Email,Above SLA,42,Los Angeles/CA,402
PMB-11742363-a-911742-Ly,Mort Bentzen,Neutral,,10/19/2023,Billing Question,Web,Within SLA,14,Baltimore/MD,153
EWA-53653512-v-688454-Fs,Rosanna Moorhouse,Positive,,10/25/2023,Billing Question,Call-Center,Below SLA,15,Los Angeles/CA,436
OSN-98066858-x-778565-Oy,Micheil Kiessel,Negative,,10/12/2023,Billing Question,Call-Center,Within SLA,15,Los Angeles/CA,436
XVE-66904307-q-691996-og,Wells Dy,Positive,7,10/28/2023,Billing Question,Web,Below SLA,17,Chicago/IL,229
HXB-33411235-x-492294-z0,Wiatt Emblem,Very Positive,,10/16/2023,Billing Question,Chatbot,Within SLA,18,Los Angeles/CA,431
IKG-70611814-D-700260-gm,Barclay Ilieve,Negative,,10/10/2023,Billing Question,Web,Above SLA,7,Chicago/IL,209
XJB-86988765-5-271418-VU,Sigismund Creffeild,Neutral,,10/18/2023,Billing Question,Web,Above SLA,39,Chicago/IL,210
TTL-48712840-l-630209-WR,Tome Tipple,Neutral,,10/17/2023,Billing Question,Chatbot,Below SLA,41,Los Angeles/CA,436
SIG-57308537-j-263279-Kt,Stanwood Fenck,Very Negative,4,10/1/2023,Billing Question,Chatbot,Below SLA,14,Chicago/IL,211
QLN-30820380-0-013828-5V,Loella Furphy,Neutral,7,10/30/2023,Billing Question,Chatbot,Within SLA,41,Los Angeles/CA,441
XTR-57376461-s-924787-n9,Roman Lindenbluth,Negative,,10/2/2023,Payments,Call-Center,Below SLA,7,Los Angeles/CA,428
BON-32011842-s-630467-Kb,Averill Cristou,Very Negative,,10/9/2023,Billing Question,Web,Within SLA,38,Chicago/IL,211
KWL-86892415-8-564234-kq,Cyrillus Jurges,Neutral,6,10/9/2023,Billing Question,Call-Center,Within SLA,33,Baltimore/MD,109
AYK-40018056-E-615717-WR,Dena Klosges,Negative,,10/1/2023,Billing Question,Chatbot,Within SLA,14,Chicago/IL,224
CAV-93945110-F-382382-7e,Catherina Iwanicki,Neutral,7,10/26/2023,Billing Question,Email,Within SLA,45,Los Angeles/CA,429
MPS-12887687-A-553426-MY,Osborne Battershall,Very Negative,,10/2/2023,Service Outage,Email,Within SLA,30,Baltimore/MD,109
YWN-00027267-9-382415-QQ,Abram Artingstall,Neutral,5,10/28/2023,Billing Question,Email,Within SLA,15,Denver/CO,310
YUB-86103473-5-056995-L1,Guenevere Henfre,Very Negative,,10/1/2023,Billing Question,Email,Within SLA,10,Los Angeles/CA,428
DMV-23041415-Q-548901-CX,Candy Mc Gorley,Very Positive,,10/16/2023,Billing Question,Web,Within SLA,17,Los Angeles/CA,418
DRQ-99136660-n-573681-Ah,Annetta Caven,Very Positive,10,10/2/2023,Billing Question,Call-Center,Above SLA,28,Los Angeles/CA,421
SYR-18694389-V-475123-K9,Dennison Markushkin,Positive,8,10/7/2023,Payments,Call-Center,Within SLA,17,Baltimore/MD,147
KOK-41425613-U-194270-IP,Waldo Onion,Positive,,10/10/2023,Billing Question,Web,Above SLA,13,Los Angeles/CA,424
DWE-82803332-b-424306-qj,Wyndham Spellward,Negative,,10/16/2023,Billing Question,Web,Within SLA,10,Baltimore/MD,139
LOL-89307370-h-709710-Z1,Caryl Greatland,Very Negative,,10/24/2023,Payments,Call-Center,Within SLA,39,Los Angeles/CA,431
YZS-46262783-n-617209-wL,Francklyn Ballsdon,Very Negative,2,10/18/2023,Service Outage,Email,Within SLA,44,Chicago/IL,220
ICP-62122872-l-661864-q0,Daniella Alywen,Negative,,10/9/2023,Billing Question,Web,Below SLA,8,Chicago/IL,220
HRZ-40263889-i-665215-rO,Myrta Stammer,Very Positive,9,10/15/2023,Billing Question,Chatbot,Below SLA,33,Baltimore/MD,105
HCO-36068349-F-831127-tI,Richie Weld,Positive,,10/20/2023,Billing Question,Email,Below SLA,24,Chicago/IL,228
QJG-57892074-m-149988-qj,Sharia Maitland,Neutral,,10/19/2023,Payments,Call-Center,Within SLA,6,Chicago/IL,203
ZDH-91882284-G-545090-vS,Wallace Odlin,Negative,,10/30/2023,Billing Question,Email,Within SLA,26,Chicago/IL,206
CQQ-01897753-r-749765-0j,Sophronia Kedwell,Positive,,10/18/2023,Billing Question,Web,Within SLA,37,Los Angeles/CA,431
THS-00183813-r-179147-vg,Morten Haliday,Negative,,10/18/2023,Billing Question,Chatbot,Within SLA,7,Baltimore/MD,103
SVK-68569731-9-719891-NQ,Godfrey Veljes,Negative,5,10/11/2023,Billing Question,Call-Center,Above SLA,26,Los Angeles/CA,417
JSQ-70461519-K-279399-0N,Caterina Gerholz,Positive,,10/11/2023,Billing Question,Email,Within SLA,34,Chicago/IL,202
LFW-76958480-O-641454-aq,Fanechka Jefferson,Very Negative,3,10/6/2023,Payments,Call-Center,Within SLA,10,Los Angeles/CA,435
EHW-82363878-4-875245-nE,Chloette Swanston,Negative,,10/15/2023,Billing Question,Email,Within SLA,11,Baltimore/MD,153
VGI-87112945-A-110716-G3,Sonya MacGibbon,Negative,,10/2/2023,Billing Question,Web,Within SLA,31,Denver/CO,331
QMD-34509934-S-375940-eH,Cobby Laxon,Negative,,10/19/2023,Billing Question,Chatbot,Below SLA,10,Los Angeles/CA,403
SOS-22625904-M-234794-bT,Orly Filchakov,Positive,,10/29/2023,Billing Question,Web,Within SLA,38,Los Angeles/CA,424
VRZ-87903590-M-687750-Y7,Caz Gislebert,Negative,,10/11/2023,Billing Question,Email,Above SLA,17,Los Angeles/CA,409
OHX-74665277-z-657799-Sq,Sascha Janman,Very Negative,4,10/11/2023,Payments,Call-Center,Within SLA,41,Los Angeles/CA,402
FVJ-37980546-k-759906-Es,Forest Moylane,Neutral,,10/1/2023,Service Outage,Email,Above SLA,12,Los Angeles/CA,408
RJZ-68919870-o-833007-xl,Myrta Neary,Negative,6,10/1/2023,Billing Question,Email,Within SLA,24,Chicago/IL,202
KWM-32932281-N-174196-sY,Powell Kimmings,Negative,,10/21/2023,Billing Question,Web,Within SLA,44,Chicago/IL,222
PPU-80461759-v-989959-Nt,Mahala Sones,Negative,,10/3/2023,Billing Question,Call-Center,Below SLA,29,Denver/CO,328
BTX-42222891-R-883428-wL,Gussie Dumper,Very Negative,,10/27/2023,Billing Question,Chatbot,Within SLA,7,Los Angeles/CA,404
WZI-53173441-6-483913-cg,Rica Qusklay,Negative,,10/21/2023,Billing Question,Web,Within SLA,23,Baltimore/MD,136
RAN-54079917-5-457074-NR,Pepillo Arnaldo,Negative,,10/19/2023,Billing Question,Web,Within SLA,33,Baltimore/MD,122
HCC-74432125-x-081628-0W,Clay Wayland,Neutral,7,10/17/2023,Billing Question,Call-Center,Below SLA,26,Chicago/IL,203
BAS-59162497-y-269552-sw,Dari Andrivot,Neutral,7,10/18/2023,Service Outage,Chatbot,Within SLA,11,Baltimore/MD,134
MMO-21471752-o-964927-fv,Emilia Sargeaunt,Very Negative,3,10/17/2023,Billing Question,Email,Within SLA,31,Denver/CO,304
NQK-70176964-3-675073-n9,Kerri Pickthorne,Positive,,10/1/2023,Billing Question,Chatbot,Within SLA,11,Los Angeles/CA,441
VIK-12546883-I-912261-Oi,Harwilll Grigoletti,Negative,,10/7/2023,Billing Question,Chatbot,Within SLA,11,Baltimore/MD,125
VDU-43737724-G-652538-vK,Gray Hoffner,Neutral,6,10/8/2023,Billing Question,Call-Center,Within SLA,15,Chicago/IL,209
FKD-08273952-o-534786-ca,Ossie Yoslowitz,Neutral,,10/28/2023,Payments,Call-Center,Within SLA,22,Baltimore/MD,129
PYP-65560974-7-785957-mo,Jen Reims,Neutral,,10/15/2023,Payments,Call-Center,Within SLA,29,Baltimore/MD,117
LLS-73340431-Z-971766-uL,Cassaundra Valek,Neutral,,10/18/2023,Service Outage,Email,Within SLA,32,Baltimore/MD,110
PBO-39214259-j-200787-lC,Pascale Hovel,Very Positive,,10/30/2023,Billing Question,Chatbot,Within SLA,12,Baltimore/MD,129
JLC-51549256-N-056150-zf,Daniele Hulke,Negative,6,10/17/2023,Payments,Call-Center,Within SLA,43,Denver/CO,317
